股票代码,股票名称,当日股价,当日涨跌幅,操作策略,持有天数,持有期间总收益率,回测期间总收益率
sz.002154,报喜鸟,3.84,0.26,观望,0,0.0,0.0
sz.002156,通富微电,24.96,-1.07,观望,0,0.0,0.0
sz.002169,智光电气,6.6,0.15,观望,0,0.0,0.0
sz.002168,*ST惠程,3.45,-0.29,观望,0,0.0,0.0
sz.002172,澳洋健康,3.9,-0.76,持有,16,2.36,7.02
sz.002171,楚江新材,8.98,-2.71,持有,1,-2.71,-2.0
sz.002174,游族网络,12.24,0.82,持有,16,2.17,20.35
sz.002173,创新医疗,14.61,-3.94,观望,0,0.0,0.0
sz.002158,汉钟精机,17.35,-1.36,卖出,44,-2.96,0.08
sz.002176,江特电机,7.23,-0.41,观望,0,0.0,0.0
sz.002170,芭田股份,10.87,-1.45,观望,0,0.0,0.0
sz.002178,延华智能,6.16,-1.12,观望,0,0.0,0.0
sz.002177,御银股份,7.14,-2.46,持有,22,-2.99,69.7
sz.002180,纳思达,23.99,3.41,观望,0,0.0,0.0
sz.002179,中航光电,39.37,-1.45,观望,0,0.0,0.0
sz.002183,怡亚通,4.57,0.44,观望,0,0.0,0.0
sz.002175,东方智造,4.52,-0.88,观望,0,0.0,0.0
sz.002182,宝武镁业,11.84,-1.33,观望,0,0.0,0.0
sz.002184,海得控制,12.83,-0.77,持有,2,0.0,177.92
sz.002188,中天服务,5.68,0.0,观望,0,0.0,0.0
sz.002181,粤传媒,7.27,-0.14,持有,16,9.65,38.59
sz.002185,华天科技,9.76,-1.61,观望,0,0.0,0.0
sz.002186,全聚德,10.76,-0.09,持有,22,2.87,30.29
sz.002187,广百股份,6.55,0.15,观望,0,0.0,0.0
sz.002191,劲嘉股份,4.08,-0.24,卖出,6,1.24,-48.47
sz.002190,成飞集成,36.28,-0.27,持有,41,9.61,125.02
sz.002193,如意集团,6.12,-0.33,观望,0,0.0,0.0
sz.002192,融捷股份,31.52,-0.06,观望,0,0.0,0.0
sz.002195,岩山科技,5.43,-0.73,观望,0,0.0,0.0
sz.002189,中光学,26.21,-1.24,观望,0,0.0,0.0
sz.002194,武汉凡谷,14.47,-0.82,持有,27,-2.95,124.79
sz.002196,方正电机,8.9,-1.22,观望,0,0.0,0.0
sz.002197,ST证通,7.17,-3.37,观望,0,0.0,0.0
sz.002204,大连重工,6.24,-1.11,观望,0,0.0,0.0
sz.002199,*ST东晶,8.51,-0.82,持有,8,-2.18,80.9
sz.002198,嘉应制药,6.45,0.31,观望,0,0.0,0.0
sz.002205,国统股份,12.22,0.99,观望,0,0.0,0.0
sz.002200,*ST交投,7.88,-1.75,持有,50,-7.4,-1.43
sz.002201,九鼎新材,9.47,4.18,观望,0,0.0,0.0
sz.002202,金风科技,10.2,-0.2,持有,2,2.93,19.11
sz.002206,海利得,5.53,-2.3,观望,0,0.0,0.0
sz.002203,海亮股份,10.39,0.0,观望,0,0.0,0.0
sz.002211,ST宏达,2.95,-1.67,观望,0,0.0,0.0
sz.002208,合肥城建,7.38,-0.94,卖出,2,9.01,25.98
sz.002209,达意隆,12.68,-0.16,持有,44,5.93,9.29
sz.002207,准油股份,7.62,-1.3,持有,2,-0.91,-20.88
sz.002214,*ST大立,10.5,0.48,持有,6,0.38,-6.98
sz.002210,飞马国际,2.91,-3.32,观望,0,0.0,0.0
sz.002212,天融信,8.47,10.0,观望,0,0.0,0.0
sz.002217,*ST合泰,2.58,-1.15,观望,0,0.0,0.0
sz.002218,拓日新能,4.08,9.68,观望,0,0.0,0.0
sz.002215,诺普信,10.57,-0.47,持有,23,-5.2,4.06
sz.002222,福晶科技,32.96,-0.99,观望,0,0.0,0.0
sz.002221,东华能源,9.59,-0.1,持有,1,-0.1,9.02
sz.002213,大为股份,17.92,-4.02,观望,0,0.0,0.0
sz.002223,鱼跃医疗,34.73,-0.52,持有,1,-0.52,23.97
sz.002219,新里程,2.15,0.47,持有,22,-8.9,-41.54
sz.002225,濮耐股份,5.9,-0.34,观望,0,0.0,0.0
sz.002216,三全食品,11.11,0.36,持有,30,-5.53,-35.11
sz.002228,合兴包装,3.68,-3.66,观望,0,0.0,0.0
sz.002226,江南化工,5.61,-0.53,观望,0,0.0,0.0
sz.002224,三力士,4.58,-0.43,卖出,16,3.15,2.93
sz.002231,*ST奥维,3.13,-1.57,观望,0,0.0,0.0
sz.002229,鸿博股份,17.87,-1.71,卖出,6,5.61,98.03
sz.002230,科大讯飞,46.82,-0.04,持有,6,-0.64,-13.63
sz.002232,启明信息,17.9,-0.56,持有,1,-0.56,42.78
sz.002233,塔牌集团,8.12,3.7,观望,0,0.0,0.0
sz.002234,民和股份,8.32,0.97,持有,16,4.0,7.4
sz.002235,安妮股份,9.52,-1.86,持有,2,-2.36,-2.89
sz.002227,奥特迅,15.02,1.69,观望,0,0.0,0.0
sz.002236,大华股份,15.83,-0.44,观望,0,0.0,0.0
sz.002237,恒邦股份,11.53,-2.12,持有,15,-0.77,9.49
sz.002239,奥特佳,2.9,-0.34,观望,0,0.0,0.0
sz.002241,歌尔股份,22.59,-0.22,持有,1,-0.22,-8.56
sz.002238,天威视讯,8.95,2.29,持有,1,2.29,123.85
sz.002240,盛新锂能,12.89,-1.15,观望,0,0.0,0.0
sz.002243,力合科创,8.1,0.0,观望,0,0.0,0.0
sz.002244,滨江集团,9.58,-1.14,观望,0,0.0,0.0
sz.002247,聚力文化,2.76,0.36,观望,0,0.0,0.0
sz.002242,九阳股份,9.64,0.21,持有,98,-4.84,-30.85
sz.002248,华东数控,8.94,0.34,观望,0,0.0,0.0
sz.002249,大洋电机,6.57,-0.45,观望,0,0.0,0.0
sz.002245,蔚蓝锂芯,13.75,0.81,观望,0,0.0,0.0
sz.002246,北化股份,14.4,-0.76,持有,2,-0.28,-21.97
sz.002250,联化科技,10.62,-2.21,持有,20,-11.79,-40.23
sz.002251,步步高,5.06,-0.2,观望,0,0.0,0.0
sz.002252,上海莱士,6.92,0.87,卖出,6,0.73,24.36
sz.002255,海陆重工,8.84,1.26,观望,0,0.0,0.0
sz.002253,*ST智胜,10.22,-2.2,持有,9,-2.57,61.37
sz.002254,泰和新材,10.54,-1.03,观望,0,0.0,0.0
sz.002256,兆新股份,2.41,-0.82,卖出,30,0.42,-10.43
sz.002261,拓维信息,29.94,-1.42,持有,1,-1.42,36.36
sz.002258,利尔化学,11.43,-2.22,观望,0,0.0,0.0
sz.002263,大东南,4.59,0.44,观望,0,0.0,0.0
sz.002259,ST升达,4.31,4.11,持有,36,4.36,39.46
sz.002262,恩华药业,21.1,-0.47,观望,0,0.0,0.0
sz.002266,浙富控股,3.2,0.95,持有,42,-3.03,-10.82
sz.002264,新华都,6.43,-1.53,观望,0,0.0,0.0
sz.002265,建设工业,27.45,0.37,观望,0,0.0,0.0
sz.002268,电科网安,17.82,-0.94,持有,5,1.42,-33.31
sz.002267,陕天然气,7.78,-0.13,卖出,42,-2.38,-6.54
sz.002269,美邦服饰,2.09,10.0,持有,2,14.21,48.54
sz.002270,华明装备,16.54,-0.96,持有,7,-1.66,74.07
sz.002271,东方雨虹,11.37,-0.96,观望,0,0.0,0.0
sz.002272,川润股份,10.71,-0.65,持有,2,0.75,-5.73
sz.002273,水晶光电,19.87,-0.65,观望,0,0.0,0.0
sz.002276,万马股份,14.0,-0.92,观望,0,0.0,0.0
sz.002274,华昌化工,7.25,0.14,持有,15,-0.96,16.48
sz.002277,友阿股份,5.98,-1.16,持有,30,-3.55,135.28
sz.002278,神开股份,9.58,-1.03,观望,0,0.0,0.0
sz.002275,桂林三金,14.71,0.41,观望,0,0.0,0.0
sz.002279,久其软件,6.66,1.06,观望,0,0.0,0.0
sz.002281,光迅科技,47.12,-0.23,持有,1,-0.23,-1.02
sz.002283,天润工业,5.97,0.0,观望,0,0.0,0.0
sz.002284,亚太股份,11.35,2.62,观望,0,0.0,0.0
sz.002285,世联行,2.44,0.41,观望,0,0.0,0.0
sz.002282,博深股份,7.63,0.13,持有,36,4.09,20.32
sz.002286,保龄宝,11.87,-0.25,观望,0,0.0,0.0
sz.002289,*ST宇顺,17.44,5.0,持有,19,1.69,17.06
sz.002291,遥望科技,6.48,0.93,持有,16,3.35,-8.3
sz.002287,奇正藏药,22.57,-0.04,持有,47,-7.73,2.87
sz.002292,奥飞娱乐,9.61,-0.52,持有,16,3.44,167.83
sz.002290,禾盛新材,30.84,-1.56,持有,23,-6.06,63.76
sz.002296,辉煌科技,11.32,0.0,观望,0,0.0,0.0
sz.002294,信立泰,45.29,0.64,持有,21,-7.23,53.26
sz.002298,中电鑫龙,6.84,-0.73,持有,16,8.06,-33.4
sz.002299,圣农发展,16.06,6.29,持有,15,11.99,-33.62
sz.002295,精艺股份,11.04,9.96,观望,0,0.0,0.0
sz.002293,罗莱生活,8.82,0.46,持有,43,-5.06,-9.99
sz.002297,博云新材,7.74,-0.51,持有,1,-0.51,-25.4
sz.002302,西部建设,6.05,1.17,观望,0,0.0,0.0
sz.002300,太阳电缆,6.92,-1.42,观望,0,0.0,0.0
sz.002301,齐心集团,7.05,0.14,持有,16,2.03,29.43
sz.002303,美盈森,3.64,0.0,观望,0,0.0,0.0
sz.002304,洋河股份,65.37,-0.23,观望,0,0.0,0.0
sz.002305,*ST南置,2.57,4.9,持有,35,27.23,19.07
sz.002306,*ST云网,1.96,-1.01,观望,0,0.0,0.0
sz.002307,北新路桥,3.91,-0.26,观望,0,0.0,0.0
sz.002309,*ST中利,3.72,1.09,买入,0,0.0,36.07
sz.002310,*ST东园,2.15,0.0,持有,28,-1.83,-32.9
sz.002314,南山控股,3.24,-2.7,观望,0,0.0,0.0
sz.002312,川发龙蟒,11.29,-0.35,持有,6,-1.22,-22.83
sz.002316,ST亚联,5.42,-1.09,卖出,5,4.84,46.72
sz.002313,日海智能,9.91,0.2,观望,0,0.0,0.0
sz.002317,众生药业,15.61,-3.04,持有,19,-1.76,-41.75
sz.002315,焦点科技,51.12,5.84,观望,0,0.0,0.0
sz.002311,海大集团,57.2,-2.82,持有,29,-7.52,20.79
sz.002320,海峡股份,6.59,-0.9,观望,0,0.0,0.0
sz.002321,华英农业,2.42,0.41,观望,0,0.0,0.0
sz.002318,久立特材,23.45,-0.47,观望,0,0.0,0.0
sz.002323,雅博股份,1.69,0.6,观望,0,0.0,0.0
sz.002319,乐通股份,12.14,-0.49,持有,1,-0.49,4.77
sz.002327,富安娜,7.45,0.4,持有,28,-3.99,29.88
sz.002329,皇氏集团,3.68,-0.81,观望,0,0.0,0.0
sz.002326,永太科技,12.85,1.98,持有,21,-2.06,-48.7
sz.002328,新朋股份,5.82,-0.51,观望,0,0.0,0.0
sz.002322,理工能科,12.5,0.0,持有,71,2.8,26.94
sz.002324,普利特,11.54,0.26,观望,0,0.0,0.0
sz.002331,皖通科技,8.11,0.25,观望,0,0.0,0.0
sz.002332,仙琚制药,9.41,0.21,观望,0,0.0,0.0
sz.002337,赛象科技,5.84,0.69,观望,0,0.0,0.0
sz.002334,英威腾,8.0,-0.37,观望,0,0.0,0.0
sz.002335,科华数据,39.61,-2.08,持有,5,-2.94,24.97
sz.002339,积成电子,8.25,-0.36,观望,0,0.0,0.0
sz.002330,得利斯,4.74,0.85,观望,0,0.0,0.0
sz.002338,奥普光电,44.81,-1.69,持有,1,-1.69,49.72
sz.002342,巨力索具,8.04,9.99,观望,0,0.0,0.0
sz.002343,慈文传媒,8.39,3.84,持有,6,3.2,41.0
sz.002333,罗普斯金,5.63,-0.35,观望,0,0.0,0.0
sz.002348,高乐股份,3.82,-1.04,持有,16,-3.54,97.53
sz.002344,海宁皮城,4.44,0.45,观望,0,0.0,0.0
sz.002349,精华制药,7.31,-0.41,观望,0,0.0,0.0
sz.002347,泰尔股份,7.21,-0.69,观望,0,0.0,0.0
sz.002350,北京科锐,7.21,0.0,观望,0,0.0,0.0
sz.002345,潮宏基,15.07,-1.25,持有,19,7.64,107.02
sz.002340,格林美,6.29,-0.79,观望,0,0.0,0.0
sz.002352,顺丰控股,47.67,-0.13,持有,13,-3.01,-15.87
sz.002346,柘中股份,14.33,0.99,观望,0,0.0,0.0
sz.002353,杰瑞股份,33.95,-0.47,持有,14,-1.39,12.9
sz.002355,兴民智通,7.64,-0.39,持有,2,-0.26,9.56
sz.002351,漫步者,13.4,-0.45,观望,0,0.0,0.0
sz.002357,富临运业,9.57,-1.24,观望,0,0.0,0.0
sz.002356,赫美集团,3.36,10.16,持有,23,10.16,-12.63
sz.002354,天娱数科,6.58,0.46,观望,0,0.0,0.0
sz.002358,森源电气,5.2,-0.19,观望,0,0.0,0.0
sz.002360,同德化工,5.47,-0.18,观望,0,0.0,0.0
sz.002361,神剑股份,6.27,1.79,观望,0,0.0,0.0
sz.002362,汉王科技,22.27,1.27,持有,23,1.6,20.14
sz.002364,中恒电气,15.28,0.66,持有,6,3.59,21.59
sz.002363,隆基机械,7.71,-0.13,观望,0,0.0,0.0
sz.002366,融发核电,9.56,0.42,观望,0,0.0,0.0
sz.002367,康力电梯,7.2,0.7,观望,0,0.0,0.0
sz.002368,太极股份,22.87,-0.39,观望,0,0.0,0.0
sz.002369,卓翼科技,8.89,-1.77,持有,1,-1.77,-2.94
sz.002365,永安药业,28.24,-1.94,持有,8,0.14,129.84
sz.002370,亚太药业,4.07,0.99,持有,16,10.0,29.11
sz.002371,北方华创,331.15,-0.84,持有,72,-27.13,30.32
sz.002373,千方科技,9.32,-0.11,观望,0,0.0,0.0
sz.002372,伟星新材,10.5,0.86,观望,0,0.0,0.0
sz.002374,中锐股份,2.97,3.48,持有,6,1.02,-20.26
sz.002375,亚厦股份,4.0,0.25,观望,0,0.0,0.0
sz.002378,章源钨业,7.9,-1.25,持有,30,-5.62,13.02
sz.002377,国创高新,3.31,-2.36,观望,0,0.0,0.0
sz.002376,新北洋,7.8,-1.02,持有,16,6.12,-15.48
sz.002379,宏创控股,12.86,-0.85,观望,0,0.0,0.0
sz.002382,蓝帆医疗,6.21,3.33,观望,0,0.0,0.0
sz.002380,科远智慧,24.3,-0.82,持有,23,3.14,-10.63
sz.002384,东山精密,46.42,6.84,观望,0,0.0,0.0
sz.002383,合众思壮,10.22,-2.2,持有,2,-1.26,25.03
sz.002385,大北农,4.12,0.49,观望,0,0.0,0.0
sz.002381,双箭股份,6.83,0.0,持有,44,4.75,33.95
sz.002386,天原股份,5.11,-0.39,观望,0,0.0,0.0
sz.002387,维信诺,9.41,-1.16,观望,0,0.0,0.0
sz.002388,ST新亚,4.66,-0.43,持有,16,7.37,31.01
sz.002389,航天彩虹,24.98,0.97,观望,0,0.0,0.0
sz.002390,信邦制药,3.6,0.56,观望,0,0.0,0.0
sz.002392,北京利尔,6.32,-1.25,持有,15,-0.16,90.49
sz.002391,长青股份,5.85,-0.51,持有,16,-0.85,8.96
sz.002395,双象股份,19.75,2.07,观望,0,0.0,0.0
sz.002394,联发股份,8.45,0.0,观望,0,0.0,0.0
sz.002397,梦洁股份,3.68,-0.54,持有,16,-7.54,50.24
sz.002400,省广集团,7.72,0.78,持有,5,3.07,22.8
sz.002393,力生制药,19.35,-0.1,持有,19,0.42,11.32
sz.002396,星网锐捷,22.64,-1.57,观望,0,0.0,0.0
sz.002398,垒知集团,5.01,0.4,观望,0,0.0,0.0
sz.002402,和而泰,21.59,-1.51,观望,0,0.0,0.0
sz.002401,中远海科,16.3,-2.04,观望,0,0.0,0.0
sz.002404,嘉欣丝绸,6.47,-0.15,观望,0,0.0,0.0
sz.002399,海普瑞,11.81,-0.42,持有,15,0.77,2.69
sz.002403,爱仕达,13.8,-0.93,卖出,36,-6.63,12.59
sz.002406,远东传动,7.32,-2.01,观望,0,0.0,0.0
sz.002405,四维图新,8.27,-0.24,观望,0,0.0,0.0
sz.002408,齐翔腾达,4.66,-0.64,观望,0,0.0,0.0
sz.002407,多氟多,12.06,-1.95,观望,0,0.0,0.0
sz.002412,汉森制药,6.57,0.77,观望,0,0.0,0.0
sz.002413,雷科防务,5.84,-1.18,观望,0,0.0,0.0
sz.002416,爱施德,12.23,-1.21,观望,0,0.0,0.0
sz.002415,海康威视,27.68,0.22,观望,0,0.0,0.0
sz.002410,广联达,13.42,1.36,观望,0,0.0,0.0
sz.002409,雅克科技,53.77,-2.0,观望,0,0.0,0.0
sz.002418,康盛股份,3.56,-0.84,持有,23,1.71,42.23
sz.002414,高德红外,10.09,0.4,观望,0,0.0,0.0
sz.002421,达实智能,3.37,0.6,观望,0,0.0,0.0
sz.002419,天虹股份,5.43,0.0,观望,0,0.0,0.0
sz.002420,毅昌科技,6.36,-1.24,观望,0,0.0,0.0
sz.002424,ST百灵,5.43,-1.27,观望,0,0.0,0.0
sz.002422,科伦药业,33.44,0.12,买入,0,0.0,63.46
sz.002423,中粮资本,13.08,3.81,观望,0,0.0,0.0
sz.002426,胜利精密,3.18,0.32,持有,2,1.27,28.75
sz.002425,ST凯文,3.37,0.9,持有,8,0.6,-25.91
sz.002431,棕榈股份,2.44,1.67,持有,19,2.09,38.61
sz.002427,尤夫股份,8.48,-0.24,持有,27,-11.67,44.95
sz.002434,万里扬,7.25,-0.28,观望,0,0.0,0.0
sz.002432,九安医疗,36.48,-0.05,持有,41,-4.33,18.73
sz.002428,云南锗业,19.26,-1.23,观望,0,0.0,0.0
sz.002430,杭氧股份,19.75,-1.64,观望,0,0.0,0.0
sz.002436,兴森科技,13.25,-4.26,观望,0,0.0,0.0
sz.002437,誉衡药业,2.85,-2.4,持有,19,1.79,56.47
sz.002439,启明星辰,15.76,-0.19,观望,0,0.0,0.0
sz.002429,兆驰股份,4.48,-0.88,观望,0,0.0,0.0
sz.002438,江苏神通,13.06,1.95,观望,0,0.0,0.0
sz.002440,闰土股份,7.84,-0.13,持有,16,4.12,27.02
sz.002441,众业达,9.35,0.54,观望,0,0.0,0.0
sz.002442,龙星科技,6.44,-1.38,观望,0,0.0,0.0
sz.002443,金洲管道,6.72,-0.44,观望,0,0.0,0.0
sz.002444,巨星科技,26.91,0.26,观望,0,0.0,0.0
sz.002445,中南文化,2.54,1.2,观望,0,0.0,0.0
sz.002452,长高电新,7.12,0.42,观望,0,0.0,0.0
sz.002449,国星光电,9.73,-0.92,持有,9,-3.47,42.05
sz.002448,中原内配,8.49,-0.59,卖出,23,0.24,49.59
sz.002456,欧菲光,11.38,-0.96,持有,6,-1.56,81.96
sz.002454,松芝股份,7.77,-0.64,观望,0,0.0,0.0
sz.002455,百川股份,6.84,-0.87,持有,2,0.74,-83.87
sz.002451,摩恩电气,7.15,0.14,观望,0,0.0,0.0
sz.002446,盛路通信,7.2,0.0,持有,1,0.0,13.88
sz.002453,华软科技,5.87,-1.51,观望,0,0.0,0.0
sz.002457,青龙管业,12.13,-0.9,持有,2,0.58,62.43
sz.002459,晶澳科技,10.74,-1.74,观望,0,0.0,0.0
sz.002458,益生股份,8.3,1.22,观望,0,0.0,0.0
sz.002460,赣锋锂业,34.53,-1.37,观望,0,0.0,0.0
sz.002461,珠江啤酒,11.21,0.99,持有,23,0.27,37.1
sz.002463,沪电股份,47.81,-2.57,观望,0,0.0,0.0
sz.002466,天齐锂业,33.18,-0.66,观望,0,0.0,0.0
sz.002465,海格通信,12.96,-0.84,持有,6,-2.34,-8.56
sz.002470,金正大,1.82,1.68,观望,0,0.0,0.0
sz.002468,申通快递,11.0,0.09,观望,0,0.0,0.0
sz.002467,二六三,6.5,-1.22,观望,0,0.0,0.0
sz.002462,嘉事堂,13.61,0.15,持有,30,0.07,3.61
sz.002472,双环传动,31.28,-0.41,观望,0,0.0,0.0
sz.002469,三维化学,8.29,-0.12,观望,0,0.0,0.0
sz.002471,中超控股,4.75,-1.04,持有,27,-15.03,28.12
sz.002474,榕基软件,7.24,1.97,卖出,6,3.87,-46.78
sz.002475,立讯精密,35.3,-0.17,观望,0,0.0,0.0
sz.002476,宝莫股份,4.78,-0.83,持有,9,-1.85,14.54
sz.002478,常宝股份,5.48,-0.54,观望,0,0.0,0.0
sz.002479,富春环保,5.41,0.56,观望,0,0.0,0.0
sz.002480,新筑股份,6.55,0.0,持有,23,4.97,32.3
sz.002481,双塔食品,5.58,-1.59,观望,0,0.0,0.0
sz.002482,广田集团,1.83,0.0,观望,0,0.0,0.0
sz.002484,江海股份,21.57,-1.64,观望,0,0.0,0.0
sz.002483,润邦股份,6.43,0.63,观望,0,0.0,0.0
sz.002486,嘉麟杰,2.73,-0.36,卖出,23,3.8,-2.38
sz.002487,大金重工,33.61,-0.88,观望,0,0.0,0.0
sz.002489,浙江永强,3.72,-0.27,观望,0,0.0,0.0
sz.002490,山东墨龙,5.75,-1.37,持有,2,-2.04,10.05
sz.002488,金固股份,14.35,-1.03,观望,0,0.0,0.0
sz.002485,ST雪发,4.35,5.07,持有,1,5.07,110.9
sz.002491,通鼎互联,5.72,0.0,持有,21,2.14,0.84
sz.002492,恒基达鑫,5.89,-0.34,持有,12,0.86,36.89
sz.002493,荣盛石化,8.5,-0.82,观望,0,0.0,0.0
sz.002494,华斯股份,5.19,0.19,观望,0,0.0,0.0
sz.002495,佳隆股份,2.61,-0.38,观望,0,0.0,0.0
sz.002496,*ST辉丰,1.81,0.56,持有,16,13.12,10.19
sz.002497,雅化集团,11.39,-1.3,观望,0,0.0,0.0
sz.002498,汉缆股份,3.44,-0.58,观望,0,0.0,0.0
sz.002500,山西证券,5.92,0.0,观望,0,0.0,0.0
sz.002506,协鑫集成,2.6,-1.52,观望,0,0.0,0.0
sz.002510,天汽模,6.72,0.15,持有,2,0.6,-13.56
sz.002501,利源股份,2.17,-0.46,观望,0,0.0,0.0
sz.002507,涪陵榨菜,12.86,-0.08,观望,0,0.0,0.0
sz.002508,老板电器,18.9,-0.21,观望,0,0.0,0.0
sz.002512,达华智能,5.17,4.23,持有,1,4.23,47.66
sz.002511,中顺洁柔,7.06,2.02,观望,0,0.0,0.0
sz.002513,蓝丰生化,5.44,-1.27,持有,16,4.82,-8.08
sz.002514,宝馨科技,5.95,-1.65,持有,2,2.41,26.89
sz.002516,旷达科技,5.27,-0.57,观望,0,0.0,0.0
sz.002515,金字火腿,6.14,1.99,观望,0,0.0,0.0
sz.002517,恺英网络,20.13,0.25,观望,0,0.0,0.0
sz.002518,科士达,22.7,-0.87,观望,0,0.0,0.0
sz.002520,日发精机,7.41,9.94,观望,0,0.0,0.0
sz.002519,银河电子,5.33,-1.3,持有,1,-1.3,5.29
sz.002522,浙江众成,5.06,-1.17,持有,16,4.76,-13.62
sz.002521,齐峰新材,9.07,-0.87,观望,0,0.0,0.0
sz.002527,新时达,14.17,0.35,持有,1,0.35,30.98
sz.002524,光正眼科,4.56,0.44,观望,0,0.0,0.0
sz.002526,山东矿机,3.84,-1.03,观望,0,0.0,0.0
sz.002528,ST英飞拓,3.11,-0.96,持有,1,-0.96,27.47
sz.002523,天桥起重,3.69,-0.27,观望,0,0.0,0.0
sz.002529,*ST海源,6.62,-1.05,观望,0,0.0,0.0
sz.002531,天顺风能,7.07,-0.56,持有,1,-0.56,-49.9
sz.002530,金财互联,10.86,1.88,持有,2,4.12,91.95
sz.002533,金杯电工,9.92,-0.5,观望,0,0.0,0.0
sz.002535,林州重机,3.98,-1.0,观望,0,0.0,0.0
sz.002532,天山铝业,8.45,-1.29,观望,0,0.0,0.0
sz.002534,西子洁能,11.81,0.08,观望,0,0.0,0.0
sz.002537,海联金汇,11.07,-1.25,观望,0,0.0,0.0
sz.002536,飞龙股份,15.15,-1.62,观望,0,0.0,0.0
sz.002538,司尔特,5.25,0.0,观望,0,0.0,0.0
sz.002539,云图控股,10.04,-0.59,观望,0,0.0,0.0
sz.002540,亚太科技,5.84,-0.68,观望,0,0.0,0.0
sz.002542,中化岩土,3.54,-1.94,观望,0,0.0,0.0
sz.002544,普天科技,22.7,-1.3,观望,0,0.0,0.0
sz.002543,万和电气,11.36,0.8,持有,19,1.16,31.78
sz.002545,东方铁塔,9.0,-0.55,观望,0,0.0,0.0
sz.002541,鸿路钢构,17.98,-2.44,观望,0,0.0,0.0
sz.002547,春兴精工,4.62,-0.22,观望,0,0.0,0.0
sz.002548,金新农,3.87,0.26,观望,0,0.0,0.0
sz.002546,新联电子,5.74,0.35,持有,19,9.96,19.77
sz.002549,凯美特气,11.62,-1.61,观望,0,0.0,0.0
sz.002551,尚荣医疗,3.97,0.0,观望,0,0.0,0.0
sz.002550,千红制药,8.89,-1.55,持有,20,5.21,31.18
sz.002554,惠博普,2.84,-0.35,持有,13,1.07,-5.05
sz.002555,三七互娱,18.9,2.22,观望,0,0.0,0.0
sz.002552,宝鼎科技,16.13,-1.04,观望,0,0.0,0.0
sz.002553,南方精工,21.7,1.45,观望,0,0.0,0.0
sz.002558,巨人网络,26.2,1.35,观望,0,0.0,0.0
sz.002556,辉隆股份,5.85,-0.85,持有,19,-2.5,34.44
sz.002559,亚威股份,9.63,-0.72,观望,0,0.0,0.0
sz.002565,顺灏股份,6.72,2.28,观望,0,0.0,0.0
sz.002564,天沃科技,5.55,-1.6,观望,0,0.0,0.0
sz.002562,兄弟科技,6.28,7.35,观望,0,0.0,0.0
sz.002563,森马服饰,5.28,0.38,观望,0,0.0,0.0
sz.002560,通达股份,7.83,0.64,观望,0,0.0,0.0
sz.002561,徐家汇,8.53,-0.35,观望,0,0.0,0.0
sz.002557,洽洽食品,21.62,-0.37,卖出,15,0.05,-18.74
sz.002567,唐人神,4.84,0.41,观望,0,0.0,0.0
sz.002568,百润股份,25.29,1.36,持有,27,-9.09,34.26
sz.002572,索菲亚,14.19,1.79,观望,0,0.0,0.0
sz.002570,贝因美,6.38,-0.31,观望,0,0.0,0.0
sz.002566,益盛药业,7.98,0.13,持有,23,1.14,5.07
sz.002571,德力股份,6.16,-1.12,观望,0,0.0,0.0
sz.002573,清新环境,4.02,0.0,观望,0,0.0,0.0
sz.002574,明牌珠宝,6.02,-0.99,持有,27,-9.75,12.62
sz.002569,*ST步森,9.95,1.53,持有,33,10.68,77.68
sz.002575,群兴玩具,8.64,-0.92,观望,0,0.0,0.0
sz.002578,闽发铝业,3.39,-1.17,观望,0,0.0,0.0
sz.002576,通达动力,16.67,-0.18,卖出,36,3.16,76.6
sz.002577,雷柏科技,20.19,-0.59,持有,1,-0.59,119.15
sz.002579,中京电子,14.78,-4.83,观望,0,0.0,0.0
sz.002580,圣阳股份,13.41,-1.18,持有,27,-3.87,-6.26
sz.002582,好想你,9.94,0.0,观望,0,0.0,0.0
sz.002581,未名医药,9.95,-4.97,观望,0,0.0,0.0
sz.002585,双星新材,5.53,-0.9,观望,0,0.0,0.0
sz.002584,西陇科学,9.62,0.0,持有,2,0.84,5.39
sz.002583,海能达,11.8,-1.01,持有,6,-1.34,27.68
sz.002586,*ST围海,3.05,-0.33,观望,0,0.0,0.0
sz.002587,奥拓电子,6.6,0.76,观望,0,0.0,0.0
sz.002588,史丹利,8.87,-2.63,持有,15,0.57,51.94
sz.002590,万安科技,14.21,-0.91,持有,6,-0.21,4.89
sz.002589,瑞康医药,3.0,0.0,观望,0,0.0,0.0
sz.002591,恒大高新,6.05,-0.49,观望,0,0.0,0.0
sz.002593,日上集团,4.9,-0.81,观望,0,0.0,0.0
sz.002596,海南瑞泽,3.84,0.52,观望,0,0.0,0.0
sz.002594,比亚迪,325.8,-0.33,持有,41,-9.78,19.17
sz.002592,ST八菱,6.56,1.86,观望,0,0.0,0.0
sz.002598,山东章鼓,11.08,-0.98,观望,0,0.0,0.0
sz.002597,金禾实业,23.43,-0.59,观望,0,0.0,0.0
sz.002595,豪迈科技,58.43,0.22,持有,42,-4.49,96.4
sz.002602,ST华通,13.32,4.47,观望,0,0.0,0.0
sz.002599,盛通股份,8.36,0.12,观望,0,0.0,0.0
sz.002600,领益智造,8.92,-0.67,观望,0,0.0,0.0
sz.002601,龙佰集团,16.56,-0.42,观望,0,0.0,0.0
