股票代码,股票名称,当日股价,当日涨跌幅,操作策略,持有天数,持有期间总收益率,回测期间总收益率
sh.601566,九牧王,8.9,0.11,持有,28,-0.78,45.58
sh.601528,瑞丰银行,6.08,2.01,持有,14,2.53,1.22
sh.601512,中新集团,7.39,0.96,持有,43,1.09,7.62
sh.601568,北元集团,4.22,0.0,观望,0,0.0,0.0
sh.601588,北辰实业,1.85,0.54,观望,0,0.0,0.0
sh.601579,会稽山,19.54,-0.86,持有,30,-11.46,32.51
sh.601598,中国外运,5.23,1.16,观望,0,0.0,0.0
sh.601577,长沙银行,10.57,1.54,观望,0,0.0,0.0
sh.601595,上海电影,28.07,0.21,持有,16,-0.57,62.62
sh.601599,浙文影业,3.84,1.05,持有,16,4.63,50.79
sh.601601,中国太保,37.1,-1.93,持有,5,-0.11,47.43
sh.601600,中国铝业,6.98,-1.13,观望,0,0.0,0.0
sh.601606,长城军工,28.43,-1.18,观望,0,0.0,0.0
sh.601615,明阳智能,11.38,-1.3,卖出,2,2.99,-92.61
sh.601608,中信重工,4.41,-0.45,观望,0,0.0,0.0
sh.601611,中国核建,9.18,-0.11,观望,0,0.0,0.0
sh.601616,广电电气,4.07,0.99,观望,0,0.0,0.0
sh.601607,上海医药,18.0,0.06,观望,0,0.0,0.0
sh.601609,金田股份,7.04,-1.4,观望,0,0.0,0.0
sh.601618,中国中冶,3.03,0.0,观望,0,0.0,0.0
sh.601619,嘉泽新能,3.75,-1.06,观望,0,0.0,0.0
sh.601628,中国人寿,40.14,-2.34,持有,6,-2.31,-2.28
sh.601633,长城汽车,21.88,-0.36,观望,0,0.0,0.0
sh.601636,旗滨集团,5.62,-1.06,观望,0,0.0,0.0
sh.601658,邮储银行,5.76,0.17,持有,8,4.35,50.28
sh.601665,齐鲁银行,6.44,-0.16,持有,29,-3.3,8.31
sh.601668,中国建筑,5.98,0.5,观望,0,0.0,0.0
sh.601666,平煤股份,7.62,1.33,观望,0,0.0,0.0
sh.601677,明泰铝业,12.44,-1.11,观望,0,0.0,0.0
sh.601696,中银证券,10.77,-0.46,观望,0,0.0,0.0
sh.601669,中国电建,4.98,0.81,观望,0,0.0,0.0
sh.601688,华泰证券,18.02,-0.99,观望,0,0.0,0.0
sh.601698,中国卫通,20.02,-1.77,观望,0,0.0,0.0
sh.601699,潞安环能,10.82,0.0,观望,0,0.0,0.0
sh.601700,风范股份,4.73,-0.63,卖出,2,0.0,-31.79
sh.601686,友发集团,6.02,-0.66,观望,0,0.0,0.0
sh.601678,滨化股份,4.23,-0.94,观望,0,0.0,0.0
sh.601689,拓普集团,43.91,-0.93,持有,1,-0.93,-45.75
sh.601718,际华集团,3.94,-0.51,观望,0,0.0,0.0
sh.601702,华峰铝业,15.69,-1.07,观望,0,0.0,0.0
sh.601727,上海电气,7.33,-0.68,观望,0,0.0,0.0
sh.601778,晶科科技,3.23,5.56,观望,0,0.0,0.0
sh.601728,中国电信,7.69,0.79,持有,9,-0.77,63.94
sh.601777,千里科技,8.28,0.0,持有,5,-0.48,-21.32
sh.601717,郑煤机,16.53,-1.37,持有,16,-1.49,1.86
sh.601788,光大证券,17.84,-1.11,持有,6,-1.65,34.52
sh.601789,宁波建工,5.5,-0.9,持有,7,0.55,27.26
sh.601766,中国中车,7.23,0.7,观望,0,0.0,0.0
sh.601801,皖新传媒,6.94,1.31,观望,0,0.0,0.0
sh.601798,蓝科高新,7.97,1.01,持有,2,1.01,38.45
sh.601800,中国交建,9.09,2.02,观望,0,0.0,0.0
sh.601811,新华文轩,14.95,1.22,持有,82,-3.24,53.55
sh.601816,京沪高铁,5.74,0.53,观望,0,0.0,0.0
sh.601825,沪农商行,10.04,0.5,持有,21,1.21,30.76
sh.601818,光大银行,4.43,0.45,观望,0,0.0,0.0
sh.601828,美凯龙,3.02,0.0,观望,0,0.0,0.0
sh.601827,三峰环境,8.52,0.12,持有,22,1.55,33.64
sh.601808,中海油服,13.67,-0.15,持有,14,-0.58,16.4
sh.601857,中国石油,8.58,0.12,持有,13,-1.83,3.55
sh.601838,成都银行,20.49,0.2,持有,8,0.54,8.24
sh.601799,星宇股份,122.05,0.04,持有,986,-7.14,-7.14
sh.601858,中国科传,19.48,0.88,持有,23,-0.61,88.42
sh.601860,紫金银行,3.26,2.19,持有,8,7.59,19.51
sh.601866,中远海发,2.47,-0.8,持有,43,-2.37,0.28
sh.601868,中国能建,2.27,0.0,观望,0,0.0,0.0
sh.601865,福莱特,17.14,-1.89,观望,0,0.0,0.0
sh.601869,长飞光纤,38.66,-1.78,持有,2,2.85,101.19
sh.601872,招商轮船,6.12,-0.49,持有,14,-1.29,22.24
sh.601877,正泰电器,23.1,-1.16,观望,0,0.0,0.0
sh.601881,中国银河,17.07,-0.99,观望,0,0.0,0.0
sh.601878,浙商证券,10.92,-0.36,观望,0,0.0,0.0
sh.601888,中国中免,61.18,-0.26,观望,0,0.0,0.0
sh.601880,辽港股份,1.53,0.66,观望,0,0.0,0.0
sh.601890,亚星锚链,10.04,-1.47,观望,0,0.0,0.0
sh.601882,海天精工,18.7,-1.11,持有,117,-19.95,9.21
sh.601898,中煤能源,11.24,-0.53,观望,0,0.0,0.0
sh.601886,江河集团,6.79,3.35,观望,0,0.0,0.0
sh.601899,紫金矿业,18.9,-4.64,观望,0,0.0,0.0
sh.601900,南方传媒,15.79,1.41,观望,0,0.0,0.0
sh.601901,方正证券,7.9,-0.5,观望,0,0.0,0.0
sh.601908,京运通,3.49,-3.06,观望,0,0.0,0.0
sh.601916,浙商银行,3.78,1.61,观望,0,0.0,0.0
sh.601919,中远海控,15.23,-0.59,持有,29,-4.75,15.68
sh.601918,新集能源,6.6,-0.6,观望,0,0.0,0.0
sh.601929,吉视传媒,1.87,0.54,观望,0,0.0,0.0
sh.601928,凤凰传媒,11.51,-2.7,观望,0,0.0,0.0
sh.601921,浙版传媒,8.15,1.37,持有,23,-1.69,45.23
sh.601949,中国出版,6.87,1.78,观望,0,0.0,0.0
sh.601952,苏垦农发,9.88,-0.3,持有,7,0.0,28.29
sh.601933,永辉超市,4.79,-1.03,观望,0,0.0,0.0
sh.601958,金钼股份,11.1,0.54,持有,1,0.54,31.53
sh.601956,东贝集团,6.8,-3.82,卖出,36,-2.44,1.18
sh.601939,建设银行,9.82,0.82,观望,0,0.0,0.0
sh.601966,玲珑轮胎,14.93,-0.27,观望,0,0.0,0.0
sh.601963,重庆银行,11.28,-0.18,观望,0,0.0,0.0
sh.601965,中国汽研,18.77,-2.34,观望,0,0.0,0.0
sh.601968,宝钢包装,5.15,1.38,观望,0,0.0,0.0
sh.601975,招商南油,2.87,-0.35,持有,9,-1.71,-57.63
sh.601989,中国重工,4.54,-1.3,观望,0,0.0,0.0
sh.601988,中国银行,5.78,1.23,观望,0,0.0,0.0
sh.601985,中国核电,9.47,0.42,观望,0,0.0,0.0
sh.601969,海南矿业,7.31,-0.14,持有,13,2.09,28.88
sh.601991,大唐发电,3.5,0.29,观望,0,0.0,0.0
sh.601992,金隅集团,1.58,-1.86,持有,23,3.27,0.11
sh.601997,贵阳银行,6.8,2.1,观望,0,0.0,0.0
sh.601995,中金公司,35.52,-0.78,观望,0,0.0,0.0
sh.601999,出版传媒,7.1,0.28,观望,0,0.0,0.0
sh.603004,鼎龙科技,22.11,0.59,持有,23,1.14,-21.47
sh.601996,丰林集团,2.24,-0.44,观望,0,0.0,0.0
sh.601998,中信银行,8.96,0.11,观望,0,0.0,0.0
sh.603014,,37.69,-1.1,观望,0,0.0,0.0
sh.601990,南京证券,8.09,-0.37,观望,0,0.0,0.0
sh.603000,人民网,20.2,1.51,观望,0,0.0,0.0
sh.603001,奥康国际,6.99,-1.41,观望,0,0.0,0.0
sh.603005,晶方科技,27.29,-1.02,观望,0,0.0,0.0
sh.603002,宏昌电子,7.35,-3.16,观望,0,0.0,0.0
sh.603006,联明股份,12.17,-0.16,持有,30,-3.11,77.98
sh.603009,北特科技,38.56,-0.92,持有,28,-14.69,38.29
sh.603007,*ST花王,5.03,4.79,持有,27,-12.98,-14.19
sh.603011,合锻智能,16.35,6.72,持有,16,6.86,32.1
sh.603008,喜临门,16.42,0.43,买入,0,0.0,-4.36
sh.603010,万盛股份,9.81,-0.91,持有,36,-0.81,18.49
sh.603012,创力集团,5.58,-0.71,观望,0,0.0,0.0
sh.603013,亚普股份,18.8,0.11,持有,36,5.98,33.38
sh.603017,中衡设计,9.56,-0.42,持有,23,-1.34,65.6
sh.603018,华设集团,8.08,-0.62,持有,2,-0.62,-16.62
sh.603015,弘讯科技,12.48,-0.08,持有,2,-0.08,109.07
sh.603019,中科曙光,68.43,-0.87,持有,6,-0.48,10.2
sh.603021,ST华鹏,3.62,0.56,持有,16,1.12,-10.47
sh.603016,新宏泰,29.68,-0.8,持有,36,-4.69,13.8
sh.603020,爱普股份,9.06,-2.27,持有,23,1.46,-12.15
sh.603023,*ST威帝,3.79,-1.04,持有,23,1.07,-55.32
sh.603025,大豪科技,13.91,0.51,观望,0,0.0,0.0
sh.603027,千禾味业,11.64,0.61,观望,0,0.0,0.0
sh.603022,新通联,10.37,-1.61,持有,2,-0.96,64.53
sh.603029,天鹅股份,18.08,0.39,持有,44,-0.6,135.67
sh.603028,赛福天,7.54,0.8,观望,0,0.0,0.0
sh.603030,全筑股份,2.71,0.37,持有,23,0.0,48.31
sh.603026,石大胜华,36.09,-0.85,持有,1,-0.85,-33.77
sh.603049,,45.91,-0.84,持有,30,-2.24,-2.24
sh.603035,常熟汽饰,13.29,-0.37,持有,23,-1.41,-6.26
sh.603032,德新科技,17.05,-2.9,持有,2,-5.44,-24.94
sh.603031,安孚科技,29.54,-0.61,观望,0,0.0,0.0
sh.603036,如通股份,16.65,-0.95,持有,13,-2.46,50.39
sh.603033,三维股份,10.86,-2.43,观望,0,0.0,0.0
sh.603037,凯众股份,12.1,0.08,持有,42,-27.98,-9.33
sh.603038,华立股份,14.23,-1.18,持有,16,4.86,7.38
sh.603039,泛微网络,52.79,-0.68,持有,54,-15.47,102.1
sh.603042,华脉科技,16.23,-1.64,持有,12,-9.38,119.33
sh.603045,福达合金,19.18,-1.74,卖出,23,14.85,82.99
sh.603040,新坐标,40.6,-0.44,观望,0,0.0,0.0
sh.603041,美思德,12.1,0.0,持有,23,1.6,18.23
sh.603043,广州酒家,15.73,0.64,持有,42,-2.3,19.85
sh.603050,科林电气,16.33,-0.24,持有,35,2.0,-19.75
sh.603048,浙江黎明,17.75,-0.84,持有,5,0.11,80.91
sh.603051,鹿山新材,28.37,-1.87,观望,0,0.0,0.0
sh.603055,台华新材,9.24,-1.07,观望,0,0.0,0.0
sh.603056,德邦股份,15.88,-0.75,持有,27,-9.46,-18.49
sh.603058,永吉股份,8.71,-0.57,观望,0,0.0,0.0
sh.603053,成都燃气,9.48,0.85,持有,232,-4.24,18.42
sh.603062,麦加芯彩,48.11,2.45,持有,89,-3.53,-30.6
sh.603057,紫燕食品,20.87,-1.51,持有,72,-7.98,13.75
sh.603052,可川科技,27.6,0.22,持有,232,-37.84,10.38
sh.603060,国检集团,6.63,-0.15,观望,0,0.0,0.0
sh.603072,天和磁材,51.8,-2.41,持有,2,-1.37,3.92
sh.603061,金海通,87.41,-0.55,持有,246,3.86,-7.34
sh.603063,禾望电气,31.08,-3.87,持有,1,-3.87,7.99
sh.603065,宿迁联盛,9.48,-2.87,持有,2,-3.17,10.28
sh.603059,倍加洁,25.75,-0.77,持有,651,11.96,35.04
sh.603066,音飞储存,12.02,-0.5,观望,0,0.0,0.0
sh.603067,振华股份,14.54,-2.28,持有,51,-34.36,-24.16
sh.603075,热威股份,20.27,0.3,持有,91,13.18,7.07
sh.603069,海汽集团,21.2,-1.12,持有,6,1.53,31.56
sh.603082,北自科技,38.45,-0.54,持有,36,-0.21,90.5
sh.603070,万控智造,13.66,-0.58,持有,23,6.89,18.39
sh.603068,博通集成,33.5,-1.03,持有,16,2.32,38.06
sh.603073,彩蝶实业,17.28,0.64,持有,91,20.33,17.96
sh.603078,江化微,18.24,-1.78,观望,0,0.0,0.0
sh.603079,圣达生物,17.54,-0.79,观望,0,0.0,0.0
sh.603071,物产环能,13.28,0.84,持有,184,6.67,-8.85
sh.603077,和邦生物,1.8,-0.55,观望,0,0.0,0.0
sh.603076,乐惠国际,30.56,0.16,持有,23,-6.32,-7.79
sh.603081,大丰实业,11.98,10.01,观望,0,0.0,0.0
sh.603080,新疆火炬,17.6,0.23,持有,13,1.91,43.03
sh.603091,众鑫股份,64.45,-1.26,持有,246,45.65,70.22
sh.603085,天成自控,11.28,-1.14,观望,0,0.0,0.0
sh.603083,剑桥科技,47.55,-0.23,持有,8,0.04,30.86
sh.603086,先达股份,11.1,3.35,观望,0,0.0,0.0
sh.603087,甘李药业,55.0,0.73,持有,23,-1.89,35.37
sh.603093,南华期货,22.96,10.01,持有,5,13.16,182.3
sh.603089,正裕工业,14.1,-1.88,观望,0,0.0,0.0
sh.603088,宁波精达,8.97,-0.99,观望,0,0.0,0.0
sh.603090,宏盛股份,24.44,0.66,持有,54,4.44,36.25
sh.603099,长白山,38.15,-1.47,观望,0,0.0,0.0
sh.603097,江苏华辰,22.18,-0.09,持有,19,2.5,53.84
sh.603100,川仪股份,20.17,-0.4,持有,76,-10.28,-60.34
sh.603101,汇嘉时代,7.65,0.92,持有,22,-4.26,89.16
sh.603096,新经典,18.67,-0.53,持有,12,-1.06,44.48
sh.603106,恒银科技,10.73,2.19,持有,2,6.98,-18.44
sh.603103,横店影视,16.9,2.8,持有,21,6.16,123.06
sh.603098,森特股份,10.45,-1.04,观望,0,0.0,0.0
sh.603095,越剑智能,15.51,-0.77,持有,134,-36.12,-37.56
sh.603107,上海汽配,15.52,-0.39,持有,127,-7.56,-7.24
sh.603105,芯能科技,8.47,-0.7,观望,0,0.0,0.0
sh.603120,肯特催化,41.2,-1.6,观望,0,0.0,0.0
sh.603108,润达医疗,17.26,-0.46,观望,0,0.0,0.0
sh.603111,康尼机电,6.62,0.15,观望,0,0.0,0.0
sh.603124,江南新材,53.56,-4.36,观望,0,0.0,0.0
sh.603102,百合股份,42.3,-0.7,持有,40,-3.75,6.93
sh.603110,东方材料,16.05,-1.05,观望,0,0.0,0.0
sh.603113,金能科技,7.32,0.41,观望,0,0.0,0.0
sh.603116,红蜻蜓,6.29,3.45,观望,0,0.0,0.0
sh.603112,华翔股份,18.26,1.78,观望,0,0.0,0.0
sh.603119,浙江荣泰,41.31,-0.94,持有,1,-0.94,-6.66
sh.603118,共进股份,11.59,-0.52,观望,0,0.0,0.0
sh.603115,海星股份,14.6,-0.48,持有,120,-0.07,-8.17
sh.603109,神驰机电,27.76,0.36,观望,0,0.0,0.0
sh.603123,翠微股份,14.56,-1.82,持有,5,1.68,95.28
sh.603125,常青科技,16.76,-1.18,观望,0,0.0,0.0
sh.603126,中材节能,6.33,0.32,观望,0,0.0,0.0
sh.603127,昭衍新药,26.52,7.15,观望,0,0.0,0.0
sh.603121,华培动力,23.48,0.26,持有,5,1.38,115.79
sh.603117,万林物流,5.99,-0.99,持有,2,-1.48,123.62
sh.603128,华贸物流,6.28,0.48,观望,0,0.0,0.0
sh.603122,合富中国,7.0,0.43,持有,16,7.36,18.24
sh.603135,中重科技,9.85,-0.71,持有,34,-2.18,-41.98
sh.603130,云中马,33.3,-2.66,观望,0,0.0,0.0
sh.603137,恒尚节能,15.03,-0.53,持有,140,39.94,33.47
sh.603132,金徽股份,12.52,-1.26,观望,0,0.0,0.0
sh.603131,上海沪工,17.9,-1.43,观望,0,0.0,0.0
sh.603136,天目湖,13.06,-1.14,观望,0,0.0,0.0
sh.603150,万朗磁塑,32.7,0.25,持有,30,-3.71,7.94
sh.603153,上海建科,17.55,0.46,持有,99,-4.15,65.71
sh.603138,海量数据,14.92,0.27,观望,0,0.0,0.0
sh.603129,春风动力,240.97,2.95,持有,789,77.55,79.96
sh.603151,邦基科技,22.63,6.0,持有,8,11.7,48.34
sh.603155,新亚强,16.34,-1.74,持有,2,0.37,49.54
sh.603160,汇顶科技,70.23,-0.54,持有,127,-12.44,64.69
sh.603162,海通发展,8.46,-0.7,观望,0,0.0,0.0
sh.603156,养元饮品,21.14,0.09,持有,63,-14.52,-1.36
sh.603159,上海亚虹,16.92,2.24,持有,12,1.81,28.39
sh.603139,康惠制药,22.9,-0.91,观望,0,0.0,0.0
sh.603161,科华控股,12.32,-0.96,持有,2,-0.32,-16.92
sh.603166,福达股份,14.7,-1.34,持有,6,-1.14,142.13
sh.603167,渤海轮渡,11.11,-2.46,观望,0,0.0,0.0
sh.603168,莎普爱思,7.75,-0.13,观望,0,0.0,0.0
sh.603158,腾龙股份,8.11,-0.61,观望,0,0.0,0.0
sh.603163,圣晖集成,28.79,-0.38,持有,47,2.67,40.6
sh.603171,税友股份,38.32,0.84,买入,0,0.0,-5.37
sh.603169,兰石重装,7.89,-0.63,持有,30,-4.83,-43.08
sh.603165,荣晟环保,11.78,1.03,观望,0,0.0,0.0
sh.603172,万丰股份,16.33,0.55,持有,23,5.7,45.85
sh.603176,汇通集团,5.06,0.8,观望,0,0.0,0.0
sh.603177,德创环保,9.27,0.22,观望,0,0.0,0.0
sh.603173,福斯达,36.99,-0.48,持有,47,15.38,55.7
sh.603170,宝立食品,12.54,-0.08,持有,202,-23.63,-1.32
sh.603178,圣龙股份,18.49,-0.91,观望,0,0.0,0.0
sh.603183,建研院,4.35,0.46,观望,0,0.0,0.0
sh.603180,金牌家居,19.68,-0.96,持有,201,-8.8,-13.2
sh.603194,中力股份,40.99,-1.54,持有,19,-2.75,-15.64
sh.603185,弘元绿能,17.55,7.08,观望,0,0.0,0.0
sh.603181,皇马科技,12.96,-1.67,观望,0,0.0,0.0
sh.603179,新泉股份,44.0,-0.9,持有,20,-3.42,69.61
sh.603186,华正新材,31.89,0.31,观望,0,0.0,0.0
sh.603182,嘉华股份,13.8,0.22,持有,232,14.24,36.15
sh.603189,网达软件,17.59,-0.73,观望,0,0.0,0.0
sh.603202,天有为,100.02,-0.34,持有,64,-0.99,-0.99
sh.603190,亚通精工,23.31,-0.81,持有,16,6.93,4.85
sh.603187,海容冷链,11.9,-1.08,观望,0,0.0,0.0
sh.603193,润本股份,29.97,0.0,持有,47,-24.94,26.81
sh.603205,健尔康,29.68,-24.4,持有,41,-23.13,-58.12
sh.603210,泰鸿万立,20.66,-0.24,观望,0,0.0,0.0
sh.603207,小方制药,32.79,-2.93,卖出,27,12.8,51.7
sh.603188,亚邦股份,4.25,-1.39,观望,0,0.0,0.0
sh.603192,汇得科技,20.7,-1.24,持有,33,-2.22,116.66
sh.603191,望变电气,13.04,1.48,持有,16,6.28,-28.56
sh.603196,日播时尚,16.85,0.0,观望,0,0.0,0.0
sh.603197,保隆科技,38.0,-0.31,观望,0,0.0,0.0
sh.603200,上海洗霸,47.94,-3.81,观望,0,0.0,0.0
sh.603199,九华旅游,35.97,-0.3,持有,77,-6.74,72.32
sh.603198,迎驾贡酒,40.22,1.62,观望,0,0.0,0.0
sh.603203,快克智能,25.49,1.68,观望,0,0.0,0.0
sh.603206,嘉环科技,17.0,0.0,持有,22,2.53,25.23
sh.603195,公牛集团,47.65,-0.29,持有,264,-35.13,-67.55
sh.603212,赛伍技术,12.41,-5.12,观望,0,0.0,0.0
sh.603211,晋拓股份,18.52,3.7,持有,23,4.04,94.17
sh.603209,兴通股份,15.27,-1.04,持有,9,-1.61,-60.84
sh.603208,江山欧派,15.69,0.13,持有,19,5.23,-47.21
sh.603201,常润股份,18.66,-0.69,持有,232,2.19,-24.99
sh.603214,爱婴室,19.37,1.41,观望,0,0.0,0.0
sh.603218,日月股份,12.66,-0.78,观望,0,0.0,0.0
sh.603213,镇洋发展,11.77,-0.68,观望,0,0.0,0.0
sh.603217,元利科技,17.98,-2.44,持有,16,1.41,47.45
sh.603215,比依股份,18.16,-1.2,持有,9,-3.92,76.66
sh.603216,梦天家居,12.75,0.71,持有,121,7.05,42.36
sh.603222,济民健康,6.62,-0.9,持有,8,-3.5,60.49
sh.603225,新凤鸣,11.1,-1.68,观望,0,0.0,0.0
sh.603219,富佳股份,14.66,-0.27,持有,44,-2.59,-17.38
sh.603226,菲林格尔,12.33,-0.96,持有,2,-2.45,80.07
sh.603227,雪峰科技,8.42,-0.94,观望,0,0.0,0.0
sh.603220,中贝通信,22.48,4.9,观望,0,0.0,0.0
sh.603228,景旺电子,50.27,-0.55,观望,0,0.0,0.0
sh.603257,中国瑞林,51.29,-1.84,观望,0,0.0,0.0
sh.603231,索宝蛋白,16.99,0.3,持有,99,8.56,-2.06
sh.603223,恒通股份,10.86,-0.28,观望,0,0.0,0.0
sh.603230,内蒙新华,13.1,0.08,持有,51,0.61,78.85
sh.603221,爱丽家居,11.49,1.86,观望,0,0.0,0.0
sh.603236,移远通信,86.33,-0.32,观望,0,0.0,0.0
sh.603233,大参林,16.95,-0.76,观望,0,0.0,0.0
sh.603229,奥翔药业,9.03,-0.66,观望,0,0.0,0.0
sh.603238,诺邦股份,17.68,0.28,持有,20,1.43,90.51
sh.603239,浙江仙通,15.64,0.9,持有,2,1.76,39.66
sh.603271,永杰新材,36.95,-1.78,持有,47,3.56,-8.77
sh.603256,宏和科技,24.48,9.87,观望,0,0.0,0.0
sh.603258,电魂网络,24.49,-1.25,持有,5,1.37,30.16
sh.603255,鼎际得,30.12,0.23,买入,0,0.0,55.26
sh.603237,五芳斋,16.99,-0.59,持有,70,-15.93,-37.18
sh.603232,格尔软件,16.61,-1.89,观望,0,0.0,0.0
sh.603261,*ST立航,21.09,-1.86,持有,15,10.48,28.78
sh.603266,天龙股份,17.99,-0.83,持有,1,-0.83,-21.4
sh.603273,天元智能,17.55,-0.79,持有,35,-1.29,16.21
sh.603269,海鸥股份,9.25,-0.86,观望,0,0.0,0.0
sh.603259,药明康德,69.7,-0.99,观望,0,0.0,0.0
sh.603276,恒兴新材,16.47,-0.96,持有,16,-0.18,-0.85
sh.603260,合盛硅业,49.0,-2.62,观望,0,0.0,0.0
sh.603235,天新药业,27.86,-1.35,持有,64,3.57,0.54
sh.603268,*ST松发,42.4,0.95,持有,106,10.56,308.79
sh.603275,众辰科技,46.58,-3.1,观望,0,0.0,0.0
sh.603270,金帝股份,24.95,0.0,持有,41,-7.63,1.88
sh.603267,鸿远电子,49.26,0.45,观望,0,0.0,0.0
sh.603285,键邦股份,23.24,-0.85,持有,16,1.89,-3.88
sh.603278,大业股份,9.24,0.22,观望,0,0.0,0.0
sh.603272,联翔股份,17.1,-0.41,持有,135,13.1,-20.7
sh.603277,银都股份,15.94,-0.44,持有,719,-35.57,13.83
sh.603281,江瀚新材,24.64,-1.28,观望,0,0.0,0.0
sh.603280,南方路机,25.92,-1.41,观望,0,0.0,0.0
sh.603283,赛腾股份,33.2,-0.63,观望,0,0.0,0.0
sh.603291,联合水务,11.63,-0.51,观望,0,0.0,0.0
sh.603282,亚光股份,17.63,1.32,持有,264,18.4,-31.7
sh.603279,景津装备,14.86,-0.47,观望,0,0.0,0.0
sh.603288,海天味业,38.6,-0.72,观望,0,0.0,0.0
sh.603286,日盈电子,27.58,-2.06,观望,0,0.0,0.0
sh.603296,华勤技术,83.94,-2.95,观望,0,0.0,0.0
sh.603290,斯达半导,81.12,-0.31,持有,128,-9.05,-64.05
sh.603300,海南华铁,10.64,-2.65,观望,0,0.0,0.0
sh.603310,巍华新材,18.67,-1.06,持有,21,-3.01,7.0
sh.603297,永新光学,82.88,-1.18,持有,232,-7.76,-8.08
sh.603299,苏盐井神,9.58,-0.21,持有,14,1.05,27.62
sh.603289,泰瑞机器,9.52,-0.42,持有,35,2.48,7.14
sh.603305,旭升集团,13.16,-0.3,卖出,6,2.73,23.99
sh.603303,得邦照明,12.37,0.57,持有,106,-2.75,-34.77
sh.603298,杭叉集团,20.95,-1.87,观望,0,0.0,0.0
sh.603306,华懋科技,41.07,-3.32,持有,6,-2.24,56.95
sh.603301,振德医疗,20.95,0.05,持有,264,-5.72,-29.86
sh.603308,应流股份,23.27,0.13,持有,1,0.13,-57.01
sh.603307,扬州金泉,38.06,0.32,持有,854,-40.9,-40.9
sh.603317,天味食品,11.31,0.18,持有,19,3.01,-43.37
sh.603311,金海高科,11.23,0.18,持有,140,5.05,-10.04
sh.603313,梦百合,9.11,-0.98,观望,0,0.0,0.0
sh.603318,水发燃气,6.8,0.59,持有,13,3.34,0.84
sh.603315,福鞍股份,12.45,-1.03,观望,0,0.0,0.0
sh.603312,西典新能,36.56,-0.49,持有,195,5.94,2.58
sh.603316,诚邦股份,9.37,-6.67,观望,0,0.0,0.0
sh.603309,维力医疗,12.9,-0.15,持有,23,3.78,-10.72
sh.603320,迪贝电气,18.55,-1.96,观望,0,0.0,0.0
sh.603323,苏农银行,5.8,1.4,持有,27,3.39,50.77
sh.603321,梅轮电梯,7.86,-0.63,持有,36,-0.88,47.33
sh.603322,超讯通信,38.04,-0.39,持有,16,-3.87,97.91
sh.603325,博隆技术,89.3,-0.78,持有,545,8.56,8.56
sh.603324,盛剑科技,25.75,-1.08,持有,222,-9.78,-7.55
sh.603326,我乐家居,8.81,-1.78,卖出,44,-4.76,26.9
sh.603319,美湖股份,23.12,-29.28,持有,49,-36.67,-40.42
sh.603330,天洋新材,7.0,-1.69,观望,0,0.0,0.0
sh.603329,上海雅仕,11.48,0.0,持有,64,-23.36,13.55
sh.603327,福蓉科技,9.85,-1.89,卖出,19,10.92,1.63
sh.603328,依顿电子,10.57,1.05,观望,0,0.0,0.0
sh.603336,宏辉果蔬,6.22,-2.51,持有,16,0.16,44.82
sh.603344,星德胜,25.13,0.0,持有,36,-0.16,40.85
sh.603333,尚纬股份,8.05,-2.78,观望,0,0.0,0.0
sh.603341,龙旗科技,39.24,0.28,持有,1,0.28,16.32
sh.603350,安乃达,36.94,4.03,持有,42,-6.27,44.67
sh.603338,浙江鼎力,45.86,-0.93,观望,0,0.0,0.0
sh.603335,迪生力,5.03,-1.18,持有,19,6.79,-14.18
sh.603331,百达精工,10.43,-0.38,观望,0,0.0,0.0
sh.603337,杰克股份,34.82,-0.51,持有,41,-12.95,45.19
sh.603332,苏州龙杰,15.14,-0.79,持有,35,-10.84,-19.5
sh.603345,安井食品,76.25,-0.34,持有,105,-5.51,-44.15
sh.603357,设计总院,8.59,1.06,持有,1,1.06,37.55
sh.603356,华菱精工,13.84,0.0,持有,111,-3.22,3.85
sh.603363,*ST傲农,3.62,0.84,观望,0,0.0,0.0
sh.603339,四方科技,12.18,-0.81,持有,23,2.96,-2.63
sh.603351,威尔药业,29.11,-2.28,观望,0,0.0,0.0
sh.603355,莱克电气,22.67,-0.48,持有,98,-13.8,-26.2
sh.603353,和顺石油,16.47,-0.42,持有,14,-0.36,64.01
sh.603358,华达科技,34.03,0.89,持有,120,-12.18,37.42
sh.603348,文灿股份,20.8,-0.34,持有,23,3.69,-102.03
sh.603360,百傲化学,20.68,0.53,观望,0,0.0,0.0
sh.603382,,31.53,-1.16,持有,21,-7.86,-7.86
sh.603366,日出东方,10.0,-0.79,卖出,2,2.35,-85.16
sh.603373,安邦护卫,43.54,2.54,持有,5,-4.12,46.51
sh.603375,盛景微,36.95,-0.57,持有,105,-0.51,34.4
sh.603359,东珠生态,6.52,-1.21,卖出,40,-16.94,-34.65
sh.603367,辰欣药业,15.05,-2.4,观望,0,0.0,0.0
sh.603381,永臻股份,21.68,-1.23,持有,99,-1.09,9.12
sh.603377,ST东时,2.95,0.0,观望,0,0.0,0.0
sh.603369,今世缘,38.9,-0.21,观望,0,0.0,0.0
sh.603391,力聚热能,40.14,-0.77,持有,232,-3.6,3.71
sh.603368,柳药集团,17.1,-0.18,观望,0,0.0,0.0
sh.603395,红四方,33.58,-0.44,持有,71,-24.49,-44.04
sh.603388,*ST元成,2.6,-5.11,持有,47,-29.16,-126.47
